,Values
NAV,"16,272.98"
Open Price,"16,285.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,459.0 / 1,266.5"
Day Range,"15,900.00 – 16,285.00"
Year Range,"12,845.00 – 17,400.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.830%
Total Assets,6.5 Bil
