,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.26,-2.25,-7.22,4.38,14.78,13.08,—,—,—,—,—
Total Return % (NAV),-1.94,-0.89,-5.46,1.46,13.36,11.07,—,—,—,—,2.43
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
