Sectors,Fund %,Category %
Basic Materials,0.00,2.78
Consumer Cyclical,14.07,19.27
Financial Services,16.88,16.81
Real Estate,35.94,2.49
Communication Services,5.42,3.58
Energy,0.00,3.04
Industrials,15.65,6.53
Technology,0.00,33.42
Consumer Defensive,4.46,4.60
Healthcare,0.00,6.41
Utilities,7.58,1.07
