,Values
NAV,"15,983.73"
Open Price,"16,050.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"910.0 / 1,258.3"
Day Range,"15,945.00 – 16,080.00"
Year Range,"12,845.00 – 17,400.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.830%
Total Assets,6.4 Bil
