,Values
NAV,"8,286.21"
Open Price,"8,170.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"6,498.0 / 2,821.0"
Day Range,"8,170.00 – 8,220.00"
Year Range,"7,395.00 – 9,585.00"
SEC Yield ,—
12-Month Yield ,1.83%
Premium ,—
Expense Ratio,0.260%
Total Assets,4.6 Bil
