,Values
NAV,"8,286.21"
Open Price,"8,310.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"40.0 / 2,774.9"
Day Range,"8,270.00 – 8,335.00"
Year Range,"7,395.00 – 9,585.00"
SEC Yield ,—
12-Month Yield ,1.83%
Premium ,—
Expense Ratio,0.260%
Total Assets,4.6 Bil
