,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-18.49,1.06
Fund (NAV),—,—,—,—,—,—,—,—,—,-18.48,1.94
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-5.70,-5.00
+/- Index (Price),—,—,—,—,—,—,—,—,—,-9.05,—
Percentile Rank,—,—,—,—,—,—,—,—,—,87,71
# of Funds in Category,—,—,—,—,—,—,—,—,129,129,132
