,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.29,1.88,-1.14,4.40,23.62,11.83,17.34,—,—,—,—
Total Return % (NAV),0.14,-0.57,0.21,5.63,24.88,12.69,17.81,—,—,—,17.47
+/- Category (NAV),0.40,-0.13,1.41,3.84,5.40,9.27,7.95,—,—,—,—
+/- Index (NAV),1.36,-1.98,4.42,5.33,8.22,9.62,6.05,—,—,—,—
