,Fund,Cat. Average,Index
Price/Earnings ,16.49,20.76,18.36
Price/Book ,3.46,4.02,2.98
Price/Sales ,1.97,2.44,2.02
Price/Cash Flow ,11.83,13.01,9.21
Dividend Yield % ,2.29,1.25,1.92
Long-Term Earnings % ,10.31,11.86,9.81
Historical Earnings % ,19.45,18.59,12.13
Sales Growth % ,7.83,7.55,7.07
Cash-Flow Growth % ,11.38,14.90,12.81
Book-Value Growth % ,2.25,5.98,4.65
