,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,13.20,-1.74,22.12
Fund (NAV),—,—,—,—,—,—,—,—,12.81,-1.24,24.52
+/ Category (NAV),—,—,—,—,—,—,—,—,-1.60,6.55,5.01
+/- Index (Price),—,—,—,—,—,—,—,—,-8.27,3.31,6.97
Percentile Rank,—,—,—,—,—,—,—,—,68,4,16
# of Funds in Category,—,—,—,—,—,—,—,102,155,199,262
