,Values
NAV,"16,131.92"
Open Price,"15,650.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,566.0 / 7,016.1"
Day Range,"15,650.00 – 15,830.00"
Year Range,"12,415.00 – 16,400.00"
SEC Yield ,—
12-Month Yield ,1.60%
Premium ,—
Expense Ratio,0.420%
Total Assets,25.8 Bil
