,Values
NAV,"16,131.92"
Open Price,"16,000.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,907.0 / 6,942.4"
Day Range,"16,000.00 – 16,400.00"
Year Range,"12,415.00 – 16,400.00"
SEC Yield ,—
12-Month Yield ,1.60%
Premium ,—
Expense Ratio,0.420%
Total Assets,25.8 Bil
