Sectors,Fund %,Category %
Basic Materials,1.42,2.58
Consumer Cyclical,16.01,14.19
Financial Services,19.04,12.88
Real Estate,0.00,1.61
Communication Services,1.45,2.20
Energy,5.05,2.69
Industrials,21.72,10.51
Technology,14.83,26.91
Consumer Defensive,7.87,7.87
Healthcare,12.61,17.22
Utilities,0.00,1.36
