,Values
NAV,"19,496.25"
Open Price,"19,375.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"50,123.0 / 154,065.3"
Day Range,"19,190.00 – 19,410.00"
Year Range,"18,995.00 – 23,640.00"
SEC Yield ,—
12-Month Yield ,2.06%
Premium ,—
Expense Ratio,0.170%
Total Assets,180.3 Bil
