,Values
Sustainability Rate,Average
Percent Rank in Global Category,40%
Historical Sustainability Score,41.76
Global Category,Korea Equity
Portfolio ESG,49.26
Controversy Deduction,7.14
Sustainability Score,42.12
Sustainability Mandate,No
