Sectors,Fund %,Category %
Basic Materials,8.58,9.15
Consumer Cyclical,12.33,17.36
Financial Services,11.46,6.02
Real Estate,0.17,1.52
Communication Services,2.46,0.59
Energy,2.20,0.85
Industrials,11.21,14.91
Technology,35.90,23.36
Consumer Defensive,7.54,7.26
Healthcare,6.35,18.74
Utilities,1.81,0.24
