,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.09,-0.41,-6.79,-6.37,-4.26,-13.63,—,—,—,—,—
Total Return % (NAV),0.88,2.42,-5.40,-6.47,-3.32,-13.03,—,—,—,—,-16.52
+/- Category (NAV),0.11,0.94,1.70,0.31,1.54,-0.14,—,—,—,—,—
+/- Index (NAV),0.88,1.17,0.80,-2.75,-3.82,-3.25,—,—,—,—,—
