,Values
NAV,"7,340.47"
Open Price,"7,300.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2.0 / 105,753.5"
Day Range,"7,300.00 – 7,300.00"
Year Range,"7,100.00 – 8,995.00"
SEC Yield ,—
12-Month Yield ,1.31%
Premium ,—
Expense Ratio,0.380%
Total Assets,7.0 Bil
