Sectors,Fund %,Category %
Basic Materials,4.63,8.70
Consumer Cyclical,3.26,13.65
Financial Services,7.37,11.56
Real Estate,0.00,0.29
Communication Services,1.70,2.34
Energy,2.03,1.96
Industrials,5.36,10.46
Technology,55.87,38.20
Consumer Defensive,7.98,6.64
Healthcare,11.80,4.97
Utilities,0.00,1.23
