,Values
NAV,"7,345.30"
Open Price,"7,285.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,893.0 / 107,043.1"
Day Range,"7,280.00 – 7,285.00"
Year Range,"7,100.00 – 8,995.00"
SEC Yield ,—
12-Month Yield ,1.31%
Premium ,—
Expense Ratio,0.380%
Total Assets,7.0 Bil
