,Values
NAV,"8,109.73"
Open Price,"8,020.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4.0 / 9,376.6"
Day Range,"8,020.00 – 8,025.00"
Year Range,"8,020.00 – 9,595.00"
SEC Yield ,—
12-Month Yield ,1.63%
Premium ,—
Expense Ratio,0.210%
Total Assets,7.5 Bil
