,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,17.45,-5.18,-11.91,-5.82,2.09,30.92,-4.97,-2.92
Fund (NAV),—,—,—,17.81,-4.68,-12.17,-6.14,2.57,30.86,-4.95,-1.77
+/ Category (NAV),—,—,—,10.83,-5.79,-7.09,-10.15,1.88,8.38,11.72,3.01
+/- Index (Price),—,—,—,3.12,-7.71,-4.76,-3.00,-11.73,-1.32,12.66,-3.58
Percentile Rank,—,—,—,2,92,92,95,45,6,3,12
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,325"
