,Values
Sustainability Rate,High
Percent Rank in Global Category,1%
Historical Sustainability Score,45.05
Global Category,Korea Equity
Portfolio ESG,52.09
Controversy Deduction,7.63
Sustainability Score,44.46
Sustainability Mandate,No
