,Values
NAV,"15,951.62"
Open Price,"15,920.00"
Bid / Ask / Spread,"15,810.00 / 16,100.00 / 1.82%"
Volume / Avg,"15,999.0 / 9,290.2"
Day Range,"15,840.00 – 16,280.00"
Year Range,"11,220.00 – 18,960.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.680%
Total Assets,14.4 Bil
