,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.66,3.41,-8.41,-0.71,16.00,-0.43,14.37,—,—,—,—
Total Return % (NAV),0.90,-0.06,-9.01,-1.49,18.26,-3.99,14.10,—,—,—,15.44
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
