,Values
NAV,"15,271.59"
Open Price,"15,700.00"
Bid / Ask / Spread,"0.00 / 15,650.00 / 0.00%"
Volume / Avg,"17,908.0 / 9,520.7"
Day Range,"14,810.00 – 15,700.00"
Year Range,"11,220.00 – 18,960.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.680%
Total Assets,13.7 Bil
