,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,-12.06,13.17,-3.19,-12.17,6.20,-13.29,38.03,1.99,-4.62
Fund (NAV),—,—,-12.13,12.99,-2.58,-12.37,6.60,-13.44,38.11,1.95,-3.92
+/ Category (NAV),—,—,-1.42,6.00,-3.69,-7.29,2.59,-14.13,15.64,18.63,0.95
+/- Index (Price),—,—,-3.49,-1.16,-5.71,-5.01,9.02,-27.12,5.80,19.62,-5.11
Percentile Rank,—,—,61,5,83,92,33,96,1,1,45
# of Funds in Category,—,996,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
