,Fund,Cat. Average,Index
Price/Earnings ,16.12,11.02,12.13
Price/Book ,1.20,0.84,0.86
Price/Sales ,0.96,0.53,0.65
Price/Cash Flow ,6.06,3.46,3.66
Dividend Yield % ,2.38,3.08,3.48
Long-Term Earnings % ,22.72,10.07,3.69
Historical Earnings % ,15.05,15.26,14.88
Sales Growth % ,-13.02,11.25,4.89
Cash-Flow Growth % ,11.10,16.83,15.05
Book-Value Growth % ,-2.58,10.86,8.56
