Sectors,Fund %,Category %
Basic Materials,0.00,8.70
Consumer Cyclical,13.78,13.65
Financial Services,26.93,11.56
Real Estate,0.00,0.29
Communication Services,0.00,2.34
Energy,0.00,1.96
Industrials,27.05,10.46
Technology,25.61,38.20
Consumer Defensive,0.00,6.64
Healthcare,6.62,4.97
Utilities,0.00,1.23
