,Values
NAV,"12,392.89"
Open Price,"12,285.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,31.0 / 109.2
Day Range,"12,285.00 – 12,325.00"
Year Range,"12,225.00 – 14,555.00"
SEC Yield ,—
12-Month Yield ,1.92%
Premium ,—
Expense Ratio,0.200%
Total Assets,7.4 Bil
