,Values
Sustainability Rate,High
Percent Rank in Global Category,2%
Historical Sustainability Score,44.05
Global Category,Korea Equity
Portfolio ESG,47.75
Controversy Deduction,4.17
Sustainability Score,43.58
Sustainability Mandate,No
