,Values
NAV,"15,834.88"
Open Price,"15,610.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 590.3
Day Range,"15,610.00 – 15,660.00"
Year Range,"15,390.00 – 16,695.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.420%
Total Assets,10.8 Bil
