,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,1.64,1.67,-2.98,—,—,—,—,—,—,—
Total Return % (NAV),-0.79,-0.58,0.68,-4.30,—,—,—,—,—,—,-0.54
+/- Category (NAV),-0.58,-0.24,5.14,1.06,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
