,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.92,0.36,-7.13,-9.34,-3.86,-15.48,—,—,—,—,—
Total Return % (NAV),1.33,3.08,-6.78,-8.42,-3.02,-14.49,—,—,—,—,1.30
+/- Category (NAV),0.57,1.60,0.32,-1.64,1.85,-1.61,—,—,—,—,—
+/- Index (NAV),1.33,1.83,-0.58,-4.71,-3.51,-4.71,—,—,—,—,—
