,Values
NAV,"9,729.48"
Open Price,"9,605.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,839.0 / 7,633.8"
Day Range,"9,605.00 – 9,705.00"
Year Range,"9,180.00 – 12,330.00"
SEC Yield ,—
12-Month Yield ,1.80%
Premium ,—
Expense Ratio,0.360%
Total Assets,60.3 Bil
