,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-16.60,-4.26
Fund (NAV),—,—,—,—,—,—,—,—,—,-16.49,-3.78
+/ Category (NAV),—,—,—,—,—,—,—,—,—,0.18,0.99
+/- Index (Price),—,—,—,—,—,—,—,—,—,1.03,-4.92
Percentile Rank,—,—,—,—,—,—,—,—,—,37,44
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
