,Fund,Cat. Average,Index
Price/Earnings ,12.25,13.71,—
Price/Book ,1.45,1.73,—
Price/Sales ,1.14,1.19,—
Price/Cash Flow ,4.52,5.33,—
Dividend Yield % ,3.51,2.63,—
Long-Term Earnings % ,10.94,10.31,—
Historical Earnings % ,10.85,17.08,—
Sales Growth % ,7.71,-13.84,—
Cash-Flow Growth % ,9.89,10.00,—
Book-Value Growth % ,7.38,-8.98,—
