,Values
NAV,"9,602.29"
Open Price,"9,455.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,667.0 / 1,509.3"
Day Range,"9,290.00 – 9,460.00"
Year Range,"9,000.00 – 12,240.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,6.6 Bil
