,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.95,-3.29,-16.33,-9.35,-1.16,-14.82,-1.55,—,—,—,—
Total Return % (NAV),-0.11,-0.27,-15.55,-8.58,0.49,-18.04,-0.68,—,—,—,-1.44
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
