Sectors,Fund %,Category %
Basic Materials,7.51,6.23
Consumer Cyclical,11.60,7.80
Financial Services,24.78,22.50
Real Estate,3.17,12.48
Communication Services,4.67,1.12
Energy,7.56,10.13
Industrials,4.83,7.15
Technology,23.71,15.88
Consumer Defensive,7.02,10.60
Healthcare,2.49,3.51
Utilities,2.66,2.60
