,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.11,-0.81,-2.40,-2.50,-2.40,-6.96,2.32,-6.06,—,—,—
Total Return % (NAV),1.25,2.47,-0.44,-0.17,-1.57,-10.24,2.29,-5.82,—,—,-8.15
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
