,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.68,—
Bonds,0.00,0.00,0.00,41.45,—
Other,102.40,0.00,102.40,73.73,—
Cash,-2.40,144.52,142.12,156.77,—
Not Classified,0.00,0.00,0.00,0.09,—
