,Values
NAV,"4,854.52"
Open Price,"4,985.00"
Bid / Ask / Spread,"4,870.00 / 4,875.00 / 0.10%"
Volume / Avg,358.0 / 974.3
Day Range,"4,840.00 – 4,985.00"
Year Range,"4,780.00 – 5,630.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.770%
Total Assets,2.9 Bil
