,Values
NAV,"8,781.92"
Open Price,"8,850.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"15,436.0 / 38,879.4"
Day Range,"8,785.00 – 8,855.00"
Year Range,"8,655.00 – 10,620.00"
SEC Yield ,—
12-Month Yield ,3.95%
Premium ,—
Expense Ratio,0.320%
Total Assets,24.4 Bil
