,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,29%
Historical Sustainability Score,42.20
Global Category,Korea Equity
Portfolio ESG,51.52
Controversy Deduction,8.36
Sustainability Score,43.16
Sustainability Mandate,No
