,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-20.20,-2.03
Fund (NAV),—,—,—,—,—,—,—,—,—,-20.38,-0.85
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-3.70,3.92
+/- Index (Price),—,—,—,—,—,—,—,—,—,-2.57,-2.69
Percentile Rank,—,—,—,—,—,—,—,—,—,87,7
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
