,Values
NAV,"8,781.92"
Open Price,"8,820.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"33,341.0 / 38,950.3"
Day Range,"8,640.00 – 8,820.00"
Year Range,"8,640.00 – 10,620.00"
SEC Yield ,—
12-Month Yield ,3.95%
Premium ,—
Expense Ratio,0.320%
Total Assets,24.4 Bil
