,Values
Sustainability Rate,Low
Percent Rank in Global Category,97%
Historical Sustainability Score,38.22
Global Category,Other Equity
Portfolio ESG,44.72
Controversy Deduction,4.52
Sustainability Score,40.20
Sustainability Mandate,No
