,Values
NAV,"6,578.11"
Open Price,"6,520.00"
Bid / Ask / Spread,"5,885.00 / 7,180.00 / 19.82%"
Volume / Avg,"224.0 / 16,158.9"
Day Range,"6,500.00 – 6,545.00"
Year Range,"6,300.00 – 8,960.00"
SEC Yield ,—
12-Month Yield ,2.15%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.4 Bil
