,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,26.82,-7.70,2.16,-6.27,-3.83,-14.46,19.94,11.24,-26.12,-12.45
Fund (NAV),—,27.06,-8.06,2.79,-6.48,-3.90,-14.48,20.07,11.42,-26.12,-11.76
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
