,Values
NAV,"6,527.29"
Open Price,"6,580.00"
Bid / Ask / Spread,"5,870.00 / 7,165.00 / 19.87%"
Volume / Avg,"9,803.0 / 16,334.1"
Day Range,"6,470.00 – 6,595.00"
Year Range,"6,300.00 – 8,960.00"
SEC Yield ,—
12-Month Yield ,2.15%
Premium ,—
Expense Ratio,0.470%
Total Assets,6.4 Bil
