,Values
Sustainability Rate,Low
Percent Rank in Global Category,96%
Historical Sustainability Score,36.32
Global Category,Korea Equity
Portfolio ESG,37.00
Controversy Deduction,1.14
Sustainability Score,35.86
Sustainability Mandate,No
