,Values
NAV,"8,101.65"
Open Price,"8,040.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,6.0 / 198.3
Day Range,"8,000.00 – 8,040.00"
Year Range,"7,995.00 – 10,195.00"
SEC Yield ,—
12-Month Yield ,1.82%
Premium ,—
Expense Ratio,0.470%
Total Assets,3.6 Bil
