,Values
NAV,"8,101.65"
Open Price,"8,100.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,40.0 / 198.3
Day Range,"8,050.00 – 8,115.00"
Year Range,"7,995.00 – 10,195.00"
SEC Yield ,—
12-Month Yield ,1.82%
Premium ,—
Expense Ratio,0.470%
Total Assets,3.6 Bil
