Sectors,Fund %,Category %
Basic Materials,10.77,9.15
Consumer Cyclical,30.91,17.36
Financial Services,18.57,6.02
Real Estate,1.13,1.52
Communication Services,0.38,0.59
Energy,2.44,0.85
Industrials,8.04,14.91
Technology,10.90,23.36
Consumer Defensive,13.16,7.26
Healthcare,3.24,18.74
Utilities,0.47,0.24
