,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.19,0.50,-8.94,-10.45,-7.13,-13.06,—,—,—,—,—
Total Return % (NAV),-0.02,0.18,-9.00,-10.59,-7.24,-13.36,—,—,—,—,-16.23
+/- Category (NAV),-0.08,-1.72,0.67,2.94,2.18,6.17,—,—,—,—,—
+/- Index (NAV),0.04,-0.72,1.50,5.29,7.81,6.45,—,—,—,—,—
