Sectors,Fund %,Category %
Basic Materials,7.26,—
Consumer Cyclical,11.03,—
Financial Services,11.51,—
Real Estate,0.04,—
Communication Services,2.52,—
Energy,1.67,—
Industrials,9.18,—
Technology,42.12,—
Consumer Defensive,5.93,—
Healthcare,7.53,—
Utilities,1.19,—
