,Values
NAV,"10,895.34"
Open Price,"11,005.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"102.0 / 25,383.1"
Day Range,"10,965.00 – 11,035.00"
Year Range,"9,380.00 – 11,150.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.590%
Total Assets,8.7 Bil
