,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.19,0.00,8.77,8.24,5.60,—,—,—,—,—,—
Total Return % (NAV),-0.03,0.42,7.49,8.48,4.35,—,—,—,—,—,8.74
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
