,Values
NAV,"10,920.11"
Open Price,"11,065.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"107.0 / 22,320.8"
Day Range,"11,005.00 – 11,090.00"
Year Range,"9,380.00 – 11,150.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.590%
Total Assets,8.7 Bil
