,Values
NAV,"10,920.11"
Open Price,"10,975.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"160.0 / 25,611.4"
Day Range,"10,865.00 – 10,975.00"
Year Range,"9,380.00 – 11,150.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.590%
Total Assets,8.7 Bil
