,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.22,-2.09,-5.07,0.58,14.98,0.72,9.57,9.14,—,—,—
Total Return % (NAV),1.77,1.90,-2.43,4.25,17.38,3.18,10.41,9.63,—,—,12.34
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
