,Fund,Cat. Average,Index
Price/Earnings ,17.72,18.61,—
Price/Book ,3.09,2.88,—
Price/Sales ,2.10,1.98,—
Price/Cash Flow ,9.14,9.20,—
Dividend Yield % ,2.01,1.69,—
Long-Term Earnings % ,10.79,10.42,—
Historical Earnings % ,11.61,8.99,—
Sales Growth % ,7.12,5.87,—
Cash-Flow Growth % ,13.24,5.20,—
Book-Value Growth % ,4.34,9.23,—
