,Net,Short,Long,Cat.,Index
U.S.Stock,99.87,0.00,99.87,26.91,—
Non-U.S.Stock,0.90,0.00,0.90,41.47,—
Bonds,7.70,0.00,7.70,0.51,—
Other,0.34,0.00,0.34,0.78,—
Cash,-8.81,123.40,114.59,75.36,—
Not Classified,0.00,0.00,0.00,0.11,—
